Secteur,Nom,Date création,Adresse,Code postal,Ville,Département,Téléphone,Email,Site web,SIREN,NAF
Coiffure,HOT SHAVE,2022-02-01,5 IMPASSE DE LA SALPETRIERE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,909898330,96.02A
Soins de beauté / esthétique,NOEMIE SLOWINSKI (LES ONGLES PAILLETES),2022-02-01,PORTE 1 2 IMPASSE DES NOISETIERS 66270 LE SOLER,66270,LE SOLER,66,,,,909948473,96.02B
Soins de beauté / esthétique,MEGANE NAVARRO,2022-02-01,BAT 6 APP 42 6 RUE DU DAUPHINE 66430 BOMPAS,66430,BOMPAS,66,,,,909525628,96.02B
"Entretien corporel (spa, hammam...)",EMMANUEL QUINQUET,2022-02-01,MAS DESPRES AV AVENUE DU TECH 66200 LATOUR-BAS-ELNE,66200,LATOUR-BAS-ELNE,66,,,,909757551,96.04Z
Soins de beauté / esthétique,CUTMAN,2022-01-31,4 AVENUE VICTOR HUGO 66270 LE SOLER,66270,LE SOLER,66,,,,910135326,96.02B
Soins de beauté / esthétique,MERIEM DURAN (KOLII),2022-01-17,68 AVENUE GINO MASSAROTTO 66280 SALEILLES,66280,SALEILLES,66,,,,909468902,96.02B
Soins de beauté / esthétique,ELISA NICOLAU,2022-01-11,6 PLACE DE LA REPUBLIQUE 66480 MAUREILLAS-LAS-ILLAS,66480,MAUREILLAS-LAS-ILLAS,66,,,,909282642,96.02B
"Entretien corporel (spa, hammam...)",NICOLE DELONCLE (ESTRADA),2022-01-09,RUE DU 19 MARS 1962 66370 PEZILLA-LA-RIVIERE,66370,PEZILLA-LA-RIVIERE,66,,,,909270894,96.04Z
Soins de beauté / esthétique,EVA JUSTE (FREYA INSTITUT),2022-01-03,2 B ANGEL GUIMERA 66180 VILLENEUVE-DE-LA-RAHO,66180,VILLENEUVE-DE-LA-RAHO,66,,,,908461668,96.02B
Soins de beauté / esthétique,FREDERIC BOUTET (FREDB.STUDIO),2022-01-03,11 AVENUE DU GENERAL DE GAULLE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,908807647,96.02B
"Entretien corporel (spa, hammam...)",SAMANTHA TRIGUERO (SENS & BIEN NAITRE),2022-01-03,3 PLACE JEAN COCTEAU 66470 SAINTE-MARIE-LA-MER,66470,SAINTE-MARIE-LA-MER,66,,,,908833262,96.04Z
"Entretien corporel (spa, hammam...)",HARMANIA SHEN,2022-01-03,22 RUE DES TROIS-JOURNEES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,909865735,96.04Z
Soins de beauté / esthétique,ALIZEE PASCUAL,2022-01-01,6 RUE GILBERT BRUTUS 66330 CABESTANY,66330,CABESTANY,66,,,,908437593,96.02B
Coiffure,SAS VAC,2021-12-20,11 PLACE LEON GAMBETTA 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,908563927,96.02A
"Entretien corporel (spa, hammam...)",PAGU'O,2021-12-15,9 RUE JOSEPH CUGNOT 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,908238470,96.04Z
"Entretien corporel (spa, hammam...)",ALEXIA ESCANDE (ALEXIA ESCANDE INSTITUT),2021-12-10,13 AVENUE DE LA PIERRE DROITE 66240 SAINT-ESTEVE,66240,SAINT-ESTEVE,66,,,,909121238,96.04Z
Soins de beauté / esthétique,KARINE TORRICO (KA'NAILS),2021-12-06,CAMPING LE SERIGNAN PLAGE ALL DES PINS 34410 SERIGNAN,34410,SERIGNAN,34,,,,908300999,96.02B
Soins de beauté / esthétique,MARIA PALADA,2021-12-01,62 AVENUE FREDERIC MISTRAL 66470 SAINTE-MARIE-LA-MER,66470,SAINTE-MARIE-LA-MER,66,,,,905030177,96.02B
"Entretien corporel (spa, hammam...)",ART MINCEUR & BEAUTE,2021-12-01,RESIDENCE EPICENTRE 17 BOULEVARD DES EVADES DE FRANCE 66200 ELNE,66200,ELNE,66,,,,907706410,96.04Z
"Entretien corporel (spa, hammam...)",ISABELLE MUNOZA (BOVER),2021-12-01,6 RUE DE LA CLOTA 66340 OSSEJA,66340,OSSEJA,66,,,,905038857,96.04Z
Soins de beauté / esthétique,SAS SECOLYS,2021-11-25,11 CHEMIN DE LA SET 66200 CORNEILLA-DEL-VERCOL,66200,CORNEILLA-DEL-VERCOL,66,,,,907883912,96.02B
Soins de beauté / esthétique,BERTILLE GAUCHET,2021-11-22,8 RUE GRANDE-DES-FABRIQUES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,905214953,96.02B
Coiffure,LE BAR A LISSAGE BY SABRINA COIFFURE,2021-11-18,43 RUE MAL FOCH 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,907528467,96.02A
Soins de beauté / esthétique,CHARLOTTE LESAGE (INSTITUT INA'ELLE ET LUI),2021-11-14,9 AVENUE DE L'AGLY 66530 CLAIRA,66530,CLAIRA,66,,,,904196243,96.02B
Soins de beauté / esthétique,INES OUBAYA (STUDIO NES),2021-11-08,47 RUE CAMILLE PELLETAN 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,910329762,96.02B
Soins de beauté / esthétique,EMILY DEPRUN (LA DOUCEUR D'EMILY),2021-11-08,7 RUE LUDOVIC MASSE 66430 BOMPAS,66430,BOMPAS,66,,,,905079745,96.02B
Soins de beauté / esthétique,HELENE VILA,2021-11-08,APPT 17 RESIDENCE LE CORAIL 18 CARRER SANT JORDI 66650 BANYULS-SUR-MER,66650,BANYULS-SUR-MER,66,,,,905172383,96.02B
Coiffure,KASSANDRA FAUBERT,2021-11-02,C4 RESIDENCE ALS HORTS 47 AVENUE DE LA RETIRADA 66350 TOULOUGES,66350,TOULOUGES,66,,,,904644432,96.02A
Soins de beauté / esthétique,LINDA GARRET,2021-11-01,27 RUE DU CHENIN BLANC 66380 PIA,66380,PIA,66,,,,904461282,96.02B
"Entretien corporel (spa, hammam...)",CHARLENE RELMY-MADINSKA (DOUET),2021-11-01,CHEZ MME VILLIBORD PATRICIA 1 RUE JACQUES PREVERT 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,904422474,96.04Z
Coiffure,LA SUITE BY JULIE (LA SUITE BY JULIE),2021-10-22,6 B RUE VICTOR HUGO 66500 PRADES,66500,PRADES,66,,,,904499134,96.02A
Soins de beauté / esthétique,HELOISE MATA,2021-10-18,3 RUE GUSTAVE FLAUBERT 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,904517612,96.02B
Soins de beauté / esthétique,JULIE GIORGI (MARASCO) (ARGELES ESTHETIQUE BEAUTE ET SOINS),2021-10-15,RDC GAUCHE 9 RUE DE LA PREVOYANCE 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,903929321,96.02B
Soins de beauté / esthétique,CAMILLE BALAYE (CAM BEAUTY),2021-10-13,9 RUE DU 11 NOVEMBRE 66600 RIVESALTES,66600,RIVESALTES,66,,,,904149085,96.02B
Soins de beauté / esthétique,LEA CAUDRELIER,2021-10-01,REZ DE CHAUSSEE 42 AVENUE JOLIOT CURIE 66690 PALAU-DEL-VIDRE,66690,PALAU-DEL-VIDRE,66,,,,902950153,96.02B
Soins de beauté / esthétique,BEAUTICAE,2021-10-01,16 BOULEVARD JOHN-FITZGERALD KENNEDY 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,903364826,96.02B
Soins de beauté / esthétique,AMANDA HENNEQUIN (CASALE) (INSTITUT DE BEAUTE CHEZ AMANDA),2021-10-01,10 RUE DE LA PROCESSION 66380 PIA,66380,PIA,66,,,,903558161,96.02B
"Entretien corporel (spa, hammam...)",ORIGIN CENTER,2021-10-01,7 B RUE DENIS PAPIN 66410 VILLELONGUE-DE-LA-SALANQUE,66410,VILLELONGUE-DE-LA-SALANQUE,66,,,,904080363,96.04Z
"Entretien corporel (spa, hammam...)",CRYOMEGA,2021-10-01,12 CARRER DE LA MURALLA 66130 ILLE-SUR-TET,66130,ILLE-SUR-TET,66,,,,903359693,96.04Z
"Entretien corporel (spa, hammam...)",CHLOE THOUVENEL (LES JARDINS DE CHLOE),2021-10-01,21 RUE DES BOUGAINVILLIERS 66470 SAINTE-MARIE-LA-MER,66470,SAINTE-MARIE-LA-MER,66,,,,903614329,96.04Z
Soins de beauté / esthétique,FAIRY BEAUTY,2021-09-17,177 AVENUE MARECHAL JOFFRE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,903453389,96.02B
Coiffure,ELSA DJORFE,2021-09-13,61 RUE MAL FOCH 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,905164232,96.02A
Soins de beauté / esthétique,JADE LOVERGNE (LASHES.LVG),2021-09-10,LES MARINES DU SOLEIL BAT D - APPT 206 7 ALLEE DU LEVANT 66140 CANET-EN-ROUSSILLON,66140,CANET-EN-ROUSSILLON,66,,,,902859263,96.02B
Coiffure,MARION ESCORIHUELA,2021-09-06,15 RUE DE LA LIBERTE 66130 ILLE-SUR-TET,66130,ILLE-SUR-TET,66,,,,902907435,96.02A
"Entretien corporel (spa, hammam...)",SANDRINE SEIGLER (SALACHI) (SANDRINE BIEN NAITRE),2021-09-06,BUREAU DU PARC BAT A ALL DE BARCELONE 66350 TOULOUGES,66350,TOULOUGES,66,,,,902319672,96.04Z
"Entretien corporel (spa, hammam...)",SAMIA BELGACEM (MASSAMI),2021-09-01,RUE DES ROIS-DE-MAJORQUE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,908512478,96.04Z
Coiffure,FANNY PASSABET-BERNATA,2021-08-23,50 AVENUE MARECHAL JOFFRE 66200 CORNEILLA-DEL-VERCOL,66200,CORNEILLA-DEL-VERCOL,66,,,,902548197,96.02A
"Entretien corporel (spa, hammam...)",SOPHA INPAN,2021-08-05,999 ROUTE NATIONALE 9 66480 LES CLUSES,66480,LES CLUSES,66,,,,902129386,96.04Z
Soins de beauté / esthétique,FILOMENA LIEGGI,2021-07-12,19 RUE DES ALBERES 66690 SAINT-ANDRE,66690,SAINT-ANDRE,66,,,,901447565,96.02B
"Entretien corporel (spa, hammam...)",ALEXIA AGOSTINI,2021-07-04,28 RUE DE LA REVOLUTION 66720 TAUTAVEL,66720,TAUTAVEL,66,,,,900720400,96.04Z
Soins de beauté / esthétique,BEAUTY BAR CONCEPT,2021-07-02,2 B RUE DE LA REPUBLIQUE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,901323071,96.02B
Soins de beauté / esthétique,AMAL RAMLAOUANE,2021-07-01,41 AVENUE MARCELIN ALBERT 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,900876798,96.02B
"Entretien corporel (spa, hammam...)",STEPHANIE TERNISIEN (LA PAUSE KI),2021-07-01,12 RUE DU PARC 66350 TOULOUGES,66350,TOULOUGES,66,,,,900920026,96.04Z
Coiffure,SARL LBDP AJACCIO,2021-06-17,2 RUE DES ALBERES 66300 TERRATS,66300,TERRATS,66,,,,900527219,96.02A
Coiffure,TONY DE JESUS LOPES,2021-06-16,41 AVENUE DE LA MEDITERRANEE 66380 PIA,66380,PIA,66,,,,900485228,96.02A
Soins de beauté / esthétique,MARINE BEAUTE BIEN-ETRE,2021-06-14,RESIDENCE BERGERE D'AZUR 6 BOULEVARD DE LA COTE RADIEUSE 66140 CANET-EN-ROUSSILLON,66140,CANET-EN-ROUSSILLON,66,,,,900379033,96.02B
Soins de beauté / esthétique,ANAIS CHECA MESAS (COUTABLE),2021-06-04,IMMEUBLE AUSTRAL TECHNOSUD 2 EME ETAGE 7 ALLEE EUROS 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,900181173,96.02B
"Entretien corporel (spa, hammam...)",ROXANE COLOMER,2021-06-02,7 RUE PAUL ROCA 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,900227299,96.04Z
Coiffure,MARCIANO'S COIFFURE (MARCIANO'S),2021-06-01,15 AVENUE MARCELIN ALBERT 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,900979154,96.02A
Soins de beauté / esthétique,ANAIS PIERRA (MULLER) (BEAUTY ONLY BY NANA),2021-06-01,RUE DU PAS DE LA GRAND 66300 VILLEMOLAQUE,66300,VILLEMOLAQUE,66,,,,899605471,96.02B
"Entretien corporel (spa, hammam...)",MATHILDE ATXER (VAGUE DE DOUCEUR),2021-05-20,2 RUE SAINT SEBASTIEN 66190 COLLIOURE,66190,COLLIOURE,66,,,,899302442,96.04Z
Soins de beauté / esthétique,SABRINA MOKHTARI,2021-05-19,58 ROUTE D'AMELIE 66400 REYNES,66400,REYNES,66,,,,898473681,96.02B
"Entretien corporel (spa, hammam...)",CENTRE HINATEA (CENTRE HINATEA),2021-05-17,5 RUE LUDOVIC MASSE 66450 POLLESTRES,66450,POLLESTRES,66,,,,899414387,96.04Z
Coiffure,JOAN COIFFURE,2021-05-05,RESIDENCE LA MATTE 1 AVENUE DE BALCERE 66210 LES ANGLES,66210,LES ANGLES,66,,,,899027692,96.02A
Coiffure,L'ODYSSEE 1 SALON DE COIFFURE,2021-05-03,102 IMPASSE HELENE BOUCHER 11620 VILLEMOUSTAUSSOU,11620,VILLEMOUSTAUSSOU,11,,,,898938956,96.02A
Coiffure,NAOUEL TOSI (AZENNOUD),2021-05-01,7 RUE LUC DE VAUVENARGUES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,900353806,96.02A
"Entretien corporel (spa, hammam...)",STEPHANIE CRUCIFIX (STEPHANIE CRUCIFIX) (AYUR DEVI MASSAGES),2021-04-28,11 RUE DU 11 NOVEMBRE 66360 NYER,66360,NYER,66,,,,897750824,96.04Z
Soins de beauté / esthétique,LISA GAZEU,2021-04-07,35 AVENUE GENERAL DE GAULLE 66220 SAINT-PAUL-DE-FENOUILLET,66220,SAINT-PAUL-DE-FENOUILLET,66,,,,898170931,96.02B
Coiffure,ACADEMIE D'ANGE,2021-04-01,27 RUE JOAN PAU GINE 66200 LATOUR-BAS-ELNE,66200,LATOUR-BAS-ELNE,66,,,,897464996,96.02A
Coiffure,STACY PAYELLEVILLE,2021-04-01,9 RUE LAZARE ESCARGUEL 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,897465027,96.02A
Soins de beauté / esthétique,ALICE DOUTRES (ADYBEAUTY),2021-04-01,3 RUE DES JARDINS 66600 SALSES-LE-CHATEAU,66600,SALSES-LE-CHATEAU,66,,,,897568655,96.02B
"Entretien corporel (spa, hammam...)",ANNE-EMMANUELLE VACQUIE,2021-04-01,5 RUE ROSENBACH 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,897627170,96.04Z
Soins de beauté / esthétique,AUDREY ERRE (LE CABINET BIEN-ETRE & BEAUTE),2021-03-18,5 RUE ALPHONSE BEAU DE ROCHAS 66330 CABESTANY,66330,CABESTANY,66,,,,894215771,96.02B
Soins de beauté / esthétique,OSMOSE,2021-03-03,12 RUE LLUIS COMPANYS 66370 PEZILLA-LA-RIVIERE,66370,PEZILLA-LA-RIVIERE,66,,,,898752555,96.02B
Soins de beauté / esthétique,MINA MALGAUD (BOUKHRIT),2021-03-02,BAT 1 APT 5 6 RUE DU PUITS-DES-CHAINES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,894816974,96.02B
Coiffure,MANON POTIER,2021-02-12,13 RUE DES SAUGES 66330 CABESTANY,66330,CABESTANY,66,,,,894620020,96.02A
Coiffure,LAURINE CODA (LAULAU BARBER),2021-02-02,15 RUE DE L'ARTISANAT 66180 VILLENEUVE-DE-LA-RAHO,66180,VILLENEUVE-DE-LA-RAHO,66,,,,893861872,96.02A
Coiffure,CORENTIN BOSTEAU,2021-02-01,9 IMPASSE LOS PARES 66550 CORNEILLA-LA-RIVIERE,66550,CORNEILLA-LA-RIVIERE,66,,,,893156687,96.02A
Soins de beauté / esthétique,NOEMIE BRIGNON (NOE'NAILS),2021-02-01,8 ALLEE DU COQ 66450 POLLESTRES,66450,POLLESTRES,66,,,,893096875,96.02B
Soins de beauté / esthétique,MARION RODRIGUEZ,2021-01-25,4 RUE DES ACACIAS 66450 POLLESTRES,66450,POLLESTRES,66,,,,893312272,96.02B
"Entretien corporel (spa, hammam...)",MEGANE HOULETTE,2021-01-25,214 BOULEVARD EDOUARD DALADIER 84100 ORANGE,84100,ORANGE,84,,,,899083042,96.04Z
Coiffure,LAURA DENIS,2021-01-21,20 RUE DE LA ROTJA 66360 SAHORRE,66360,SAHORRE,66,,,,893301465,96.02A
Soins de beauté / esthétique,SIMA,2021-01-21,14 RUE FRANCOIS GUISOL 06300 NICE,06300,NICE,06,,,,909043812,96.02B
"Entretien corporel (spa, hammam...)",KATIA CALLES (ALMA GAIA),2021-01-11,9 RUE BEAU SOLEIL 66400 CERET,66400,CERET,66,,,,892746744,96.04Z
"Entretien corporel (spa, hammam...)",SANDRA BRUNET,2021-01-04,AVENUE PASTEUR 66130 ILLE-SUR-TET,66130,ILLE-SUR-TET,66,,,,892532441,96.04Z
Coiffure,SAS CASSYCOIFF (CASSYCOIFF),2020-12-23,4 RUE DU LAVOIR 66310 ESTAGEL,66310,ESTAGEL,66,,,,892326505,96.02A
"Entretien corporel (spa, hammam...)",VANESSA CHAUVEL (RAGOLTA) (SLIM BODY),2020-12-16,9 RUE DES IMPRIMEURS 66240 SAINT-ESTEVE,66240,SAINT-ESTEVE,66,,,,892159997,96.04Z
Soins de beauté / esthétique,MELINA SOUFFLET (ETERNEL BEAUTY),2020-12-01,9 RUE DOCTEUR POUS 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,890679624,96.02B
Coiffure,BANUN.Z,2020-11-01,4 PL CASSANYES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,893599530,96.02A
Soins de beauté / esthétique,ISABELLE ETIENNE,2020-11-01,3 RUE VOLTAIRE 66600 RIVESALTES,66600,RIVESALTES,66,,,,890744469,96.02B
Coiffure,AM CREATION,2020-10-29,15 RUE DES GLAIEULS 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,890998651,96.02A
Soins de beauté / esthétique,MARYLINE SAVERIMOUTOU,2020-10-27,CENTRE COMMERCIAL SUPER U 10 CHEMIN DE LAS BOUCHERES 66500 PRADES,66500,PRADES,66,,,,891220766,96.02B
Coiffure,NATACHA STAAT (LI CHEE KONG),2020-10-19,18 RUE HYACINTHE RIGAUD 66680 CANOHES,66680,CANOHES,66,,,,890123193,96.02A
Coiffure,KN BARBER,2020-10-12,LE CLOS DE LA PLAGE 86 AVENUE DU 8 MAI 1945 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,890335094,96.02A
Coiffure,NADINE SUNE (SIDOU),2020-10-01,2 IMPASSE MARECHAL JOFFRE 66170 MILLAS,66170,MILLAS,66,,,,888808813,96.02A
Coiffure,MILOUDI'S BARBER FAMILY'S,2020-10-01,18 RUE CLAUDIO MONTEVERDI 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,889523395,96.02A
Coiffure,STEFFY COIFF,2020-09-28,AVENUE DU 8 MAI 1945 96 RESIDENCE LE PARC DE LA MER 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,890401235,96.02A
Coiffure,M & C BARBER SHOP,2020-09-22,6 B AVENUE DE LA COTE VERMEILLE 66250 SAINT-LAURENT-DE-LA-SALANQUE,66250,SAINT-LAURENT-DE-LA-SALANQUE,66,,,,889239141,96.02A
"Entretien corporel (spa, hammam...)",BODY PARADIS,2020-09-12,5 RUE DU PLATEAU 93390 CLICHY-SOUS-BOIS,93390,CLICHY-SOUS-BOIS,93,,,,889114500,96.04Z
Soins de beauté / esthétique,ANGELIQUE VANACKER (MATHUREL) (BEAUTE ANGELIQUE),2020-09-06,5 IMPASSE OULRICH 66400 CERET,66400,CERET,66,,,,889158820,96.02B
Coiffure,MAELINA SHOP,2020-09-01,669 BOULEVARD MARIUS BERLIET 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,887834539,96.02A
Coiffure,WENDY LEMPASZAK (POTIER) (LE COMPTOIR DE MIA),2020-09-01,4 RUE DU 11 NOVEMBRE 66180 VILLENEUVE-DE-LA-RAHO,66180,VILLENEUVE-DE-LA-RAHO,66,,,,890306954,96.02A
Coiffure,CAMILLE CONEJERO (SALON 44),2020-08-17,SAS SQUASH CLUB PARC DUCUP 2 RUE ETIENNE LENOIR 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,888235181,96.02A
Soins de beauté / esthétique,START-BEAUTY,2020-08-12,TECNOSUD 574 RUE FELIX TROMBE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,888030202,96.02B
Coiffure,ADI COIFFURE (ADI COIFFURE) (AC),2020-08-01,57 ROUTE NATIONALE 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,885366203,96.02A
Coiffure,TOP LOOCK,2020-08-01,24 AVENUE DU GENERAL DE GAULLE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,885392845,96.02A
Soins de beauté / esthétique,LORENA MARTY,2020-08-01,27 RUE GEORGES COURTELINE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,885238089,96.02B
"Entretien corporel (spa, hammam...)",MARINA MORTREUIL NOURY (NOURY),2020-07-25,11 RUE LEON CARRIERE 66200 ELNE,66200,ELNE,66,,,,890225568,96.04Z
Soins de beauté / esthétique,GAYANE NERSISYAN (MURADYAN),2020-07-21,38 BOULEVARD ARISTIDE BRIAND 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,885370718,96.02B
Coiffure,IMPERIAL BARBER,2020-07-15,4 AVENUE DU PALAIS-DES-EXPOSITIONS 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,887647337,96.02A
Soins de beauté / esthétique,HELENE PELISSIER,2020-07-06,53 AVENUE PAU CASALS 66300 PONTEILLA,66300,PONTEILLA,66,,,,888537354,96.02B
Coiffure,NOEMIE PADILLA,2020-07-01,15 RUE DES VIGNES 66160 LE BOULOU,66160,LE BOULOU,66,,,,888580941,96.02A
Soins de beauté / esthétique,SOUMAYA ZERROUKI,2020-07-01,20 RUE DU PROFESSEUR LANGEVIN 66600 RIVESALTES,66600,RIVESALTES,66,,,,887717528,96.02B
Soins de beauté / esthétique,HANANE BAHSOU,2020-07-01,38 RUE JOSEPH JAUME 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,884810722,96.02B
Coiffure,CINDY RODRIGUEZ,2020-06-30,RUE DE LA COUME 66120 TARGASONNE,66120,TARGASONNE,66,,,,887603546,96.02A
"Entretien corporel (spa, hammam...)",ANAELLE PERROT-GADEAU (PERROT) (ANAELLE PERROT BY ABHAYA),2020-06-10,LIEU DIT MAS CAN SALES 66400 TAILLET,66400,TAILLET,66,,,,885174516,96.04Z
Soins de beauté / esthétique,ALINE DECOMBLE (AL KUTICOOL),2020-06-01,46 RUE ANATOLE FRANCE 66460 MAURY,66460,MAURY,66,,,,884252412,96.02B
Soins de beauté / esthétique,CHRISTELLE PIERUCCI (COMAS),2020-06-01,5 RUE DES PAQUERETTES 66680 CANOHES,66680,CANOHES,66,,,,883760928,96.02B
Soins de beauté / esthétique,SOPHIE CONTE,2020-05-29,1 RUE DES ALBERES 66690 SAINT-ANDRE,66690,SAINT-ANDRE,66,,,,884929068,96.02B
Soins de beauté / esthétique,GENGEMBRE (ALIZE BEAUTE),2020-05-25,41 AVENUE DU BALCON DU CANIGOU 66240 SAINT-ESTEVE,66240,SAINT-ESTEVE,66,,,,883607103,96.02B
Soins de beauté / esthétique,CLAIRE BILLES (CLAIR'DE LUNE),2020-05-18,21 BOULEVARD DU GRAU SAINT ANGE 66420 LE BARCARES,66420,LE BARCARES,66,,,,884325325,96.02B
Coiffure,ROXANE URBAS,2020-05-11,65 AVENUE DU ROUSSILLON 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,883006959,96.02A
"Entretien corporel (spa, hammam...)",PREVENTION SPORT SANTE ARGELES (PSSA),2020-04-28,17 RUE DES COLVERTS 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,883170219,96.04Z
Coiffure,ROX.R,2020-04-20,29 ROUTE DE LATOUR BAS ELNE 66200 ELNE,66200,ELNE,66,,,,882678360,96.02A
Soins de beauté / esthétique,CLAIRE MAZA (MARMAIN-PUIGSEGUR),2020-04-18,69 AVENUE JEAN JAURES 66670 BAGES,66670,BAGES,66,,,,883056418,96.02B
Coiffure,MYRIAM DELESTRE (MYRIAM DELESTRE),2020-04-11,4 CARRER DE LA MONTAGNETA 66210 FORMIGUERES,66210,FORMIGUERES,66,,,,883338675,96.02A
"Entretien corporel (spa, hammam...)",EMMANUELLE VINCELOT,2020-03-01,12 RUE HORACE CHAUVET 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,881674626,96.04Z
"Entretien corporel (spa, hammam...)",RUIZHEN ZHANG,2020-02-28,9 B COURS LAZARE ESCARGUEL 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,881695860,96.04Z
Coiffure,BB. DYNASTY (BB. DYNASTY),2020-02-20,25 RUE DES EMBRUNS 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,882183015,96.02A
Soins de beauté / esthétique,GAELLE LE VEZU (SENS & APPARENCE),2020-02-14,4 RUE DES JACINTHES 66200 THEZA,66200,THEZA,66,,,,881557003,96.02B
Coiffure,KM HAIR STYLE,2020-02-10,25 RUE MAL FOCH 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,881702328,96.02A
Coiffure,CELIA BARRE (FINE LAME),2020-01-25,35 AVENUE DE TORREMILA 66240 SAINT-ESTEVE,66240,SAINT-ESTEVE,66,,,,880637970,96.02A
Soins de beauté / esthétique,JURG BARGE (BABAZILAMIO),2020-01-17,3 RUE DU STADE 66740 LAROQUE-DES-ALBERES,66740,LAROQUE-DES-ALBERES,66,,,,881010102,96.02B
Soins de beauté / esthétique,IKRAM BOUHAYANE,2020-01-08,15 RUE DOCTEUR FRANCOIS DEL PELLEGRINO 20090 AJACCIO,20090,AJACCIO,2A,,,,880364591,96.02B
Coiffure,PATRYCJA RAKOCZY (ALTHEAM MAISON DU BIEN-ETRE),2020-01-04,25 RUE DE LA REPUBLIQUE 66250 SAINT-LAURENT-DE-LA-SALANQUE,66250,SAINT-LAURENT-DE-LA-SALANQUE,66,,,,885045609,96.02A
"Entretien corporel (spa, hammam...)",B&B BEAUTY,2019-12-24,21 AVENUE DU LYCEE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,881110019,96.04Z
Soins de beauté / esthétique,PAULINE THIRIET (ENTRE TERRE ET CIEL),2019-12-06,CENTRE VITALEO - ZAE LA DEVEZE 6 RUE ALFRED SAUVY 66450 POLLESTRES,66450,POLLESTRES,66,,,,879686806,96.02B
"Entretien corporel (spa, hammam...)",A PART ETRE - BEAUTE & AQUA BIEN ETRE (A PART ETRE),2019-12-03,53 CHEMIN DE PALAU DEL VIDRE 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,879795011,96.04Z
Coiffure,AJ 1,2019-12-01,CENTRE COMMERCIAL CARPE DIEM ZONE DE LA CREU BLANCA 66450 POLLESTRES,66450,POLLESTRES,66,,,,879528099,96.02A
Soins de beauté / esthétique,CLEMENCE DUENAS,2019-11-04,17 RUE DE LA MAIRIE 66490 SAINT-JEAN-PLA-DE-CORTS,66490,SAINT-JEAN-PLA-DE-CORTS,66,,,,878446079,96.02B
"Entretien corporel (spa, hammam...)",LENITA MURPHY (FERRETTI) (ANANDA),2019-10-21,19 AVENUE DE RIVESALTES 66380 PIA,66380,PIA,66,,,,880872858,96.04Z
Soins de beauté / esthétique,LISA ARTON,2019-10-07,LOT N 30 17 BOULEVARD DES EVADES DE FRANCE 66200 ELNE,66200,ELNE,66,,,,877992701,96.02B
Coiffure,VANESSA BART,2019-10-01,TECNOSUD 2 9 ALLEE BOREE 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,877797993,96.02A
